LogR;LogC;Rank;Counter;Pattern;Class
3,725095;1,079181;5310;12;0,0,0,0,0,0,255,255,255,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,0,0,0,;2
3,725176;1,079181;5311;12;0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,255,198,198,255,198,198,255,255,255,;2
3,725258;1,079181;5312;12;0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,198,198,255,0,0,0,0,0,0,198,198,255,;2
3,725340;1,079181;5313;12;0,0,0,0,0,0,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,;2
3,725422;1,079181;5314;12;0,0,0,0,0,0,255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,;2
3,725503;1,079181;5315;12;0,0,0,0,0,0,255,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,198,198,;2
3,725585;1,079181;5316;12;0,0,0,0,0,0,255,198,124,0,0,0,0,0,0,255,198,124,255,198,124,255,198,124,255,198,124,;2
3,725667;1,079181;5317;12;0,0,0,0,0,0,255,198,124,0,0,0,0,0,0,255,198,124,0,0,0,0,0,0,0,0,0,;2
3,725748;1,079181;5318;12;0,0,0,0,0,0,198,255,198,0,0,0,0,0,0,198,255,198,0,0,0,0,0,0,0,0,0,;2
3,725830;1,079181;5319;12;0,0,0,0,0,0,198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,255,255,255,255,;2
3,725912;1,079181;5320;12;0,0,0,0,0,0,198,198,255,0,0,0,0,0,0,198,255,255,0,0,0,0,0,0,0,0,0,;2
3,725993;1,079181;5321;12;0,0,0,0,0,0,198,198,198,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,255,;2
3,726075;1,079181;5322;12;0,0,0,0,0,0,198,198,198,255,255,255,255,255,255,198,198,198,198,198,198,198,198,198,198,198,198,;2
3,726156;1,079181;5323;12;0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,255,255,255,;2
3,726238;1,079181;5324;12;0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,198,198,198,;2
3,726320;1,079181;5325;12;0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,;2
3,726401;1,079181;5326;12;0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,;2
3,726483;1,079181;5327;12;0,0,0,0,0,0,198,198,198,198,198,198,198,198,198,198,198,198,124,124,124,124,124,124,124,124,124,;2
3,726564;1,079181;5328;12;0,0,0,0,0,0,198,198,198,124,198,198,124,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
3,726646;1,079181;5329;12;0,0,0,0,0,0,198,198,198,0,0,0,0,0,0,255,255,198,0,0,0,0,0,0,255,255,255,;2
3,726727;1,079181;5330;12;0,0,0,0,0,0,198,198,198,0,0,0,0,0,0,198,198,255,0,0,0,0,0,0,198,255,255,;2
3,726809;1,079181;5331;12;0,0,0,0,0,0,198,198,198,0,0,0,0,0,0,124,124,198,0,0,0,0,0,0,124,124,198,;2
3,726890;1,079181;5332;12;0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
3,726972;1,079181;5333;12;0,0,0,0,0,0,124,124,124,124,124,124,124,124,124,198,124,124,198,124,124,198,124,124,198,124,124,;2
3,727053;1,079181;5334;12;0,0,0,0,0,0,124,124,124,0,0,0,0,0,0,124,124,198,0,0,0,0,0,0,124,124,124,;2
3,727134;1,079181;5335;12;0,0,0,0,0,0,0,0,0,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,198,;2
3,727216;1,079181;5336;12;0,0,0,0,0,0,0,0,0,255,255,198,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,;2
3,727297;1,079181;5337;12;0,0,0,0,0,0,0,0,0,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,255,198,198,;2
3,727379;1,079181;5338;12;0,0,0,0,0,0,0,0,0,255,198,124,255,198,124,255,198,124,255,198,198,255,198,198,255,198,198,;2
3,727460;1,079181;5339;12;0,0,0,0,0,0,0,0,0,198,255,255,198,255,255,0,0,0,198,255,255,198,255,255,198,255,255,;2
3,727541;1,079181;5340;12;0,0,0,0,0,0,0,0,0,198,255,255,0,0,0,0,0,0,198,255,255,198,255,255,198,255,255,;2
3,727623;1,079181;5341;12;0,0,0,0,0,0,0,0,0,198,198,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,;2
3,727704;1,079181;5342;12;0,0,0,0,0,0,0,0,0,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,198,255,255,;2
3,727785;1,079181;5343;12;0,0,0,0,0,0,0,0,0,198,198,255,198,198,255,198,198,255,124,198,255,124,198,255,124,198,255,;2
3,727866;1,079181;5344;12;0,0,0,0,0,0,0,0,0,198,198,198,198,198,255,198,198,255,198,198,198,198,198,198,198,198,198,;2
3,727948;1,079181;5345;12;0,0,0,0,0,0,0,0,0,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,198,;2
3,728029;1,079181;5346;12;0,0,0,0,0,0,0,0,0,198,198,0,198,198,0,198,198,0,198,198,0,198,198,0,198,198,0,;2
3,728110;1,079181;5347;12;0,0,0,0,0,0,0,0,0,124,198,198,198,198,198,198,198,198,124,198,198,198,198,198,198,198,198,;2
3,728191;1,079181;5348;12;0,0,0,0,0,0,0,0,0,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,;2
3,728273;1,079181;5349;12;0,0,0,0,0,0,0,0,0,124,0,255,124,0,255,124,0,255,124,0,198,124,0,198,124,0,198,;2
3,728354;1,079181;5350;12;0,0,0,0,0,0,0,0,0,0,124,124,0,124,124,0,124,124,124,124,124,124,124,124,124,124,124,;2
3,728435;1,079181;5351;12;0,0,0,0,0,0,0,0,0,0,0,0,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,;2
3,728516;1,079181;5352;12;0,0,0,0,0,0,0,0,0,0,0,0,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,;2
3,728597;1,079181;5353;12;0,0,0,0,0,0,0,0,0,0,0,0,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,;2
3,728678;1,079181;5354;12;0,0,0,0,0,0,0,0,0,0,0,0,198,255,198,198,255,198,0,0,0,198,255,198,198,255,198,;2
3,728759;1,079181;5355;12;0,0,0,0,0,0,0,0,0,0,0,0,198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,;2
3,728841;1,079181;5356;12;0,0,0,0,0,0,0,0,0,0,0,0,198,198,198,198,198,198,0,0,0,198,198,124,198,198,124,;2
3,728922;1,079181;5357;12;0,0,0,0,0,0,0,0,0,0,0,0,124,255,255,124,255,255,0,0,0,124,255,255,124,255,255,;2
3,729003;1,079181;5358;12;0,0,0,0,0,0,0,0,0,0,0,0,124,124,198,124,124,198,198,198,198,198,198,198,198,198,198,;2
3,729084;1,079181;5359;12;0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124,198,124,124,124,124,124,124,124,124,;2
3,729165;1,079181;5360;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,198,198,;2
3,729246;1,079181;5361;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,198,255,255,255,255,255,255,255,255,198,;2
3,729327;1,079181;5362;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,198,124,255,198,124,255,198,124,255,198,124,;2
3,729408;1,079181;5363;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,255,198,198,255,198,198,255,255,255,255,;2
3,729489;1,079181;5364;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,255,255,0,0,0,0,0,0,124,255,255,;2
3,729570;1,079181;5365;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,124,198,124,124,198,124,124,124,124,124,;2
3,729651;1,079181;5366;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,198,198,;2
3,729732;1,079181;5367;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,198,198,255,198,198,;2
3,729813;1,079181;5368;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,255,255,198,198,198,198,198,198,;2
3,729893;1,079181;5369;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,198,198,255,198,198,255,198,;2
3,729974;1,079181;5370;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,198,198,198,198,198,198,255,198,;2
3,730055;1,079181;5371;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,124,124,198,124,124,124,124,124,;2
3,730136;1,079181;5372;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,124,124,124,124,124,124,124,124,;2
3,730217;1,079181;5373;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,198,198,124,198,198,124,124,198,;2
3,730298;1,079181;5374;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,198,198,124,124,198,124,124,198,;2
3,730378;1,079181;5375;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,198,124,124,198,0,0,0,;2
3,730459;1,079181;5376;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,198,0,0,0,0,0,0,;2
3,730540;1,079181;5377;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,124,124,0,124,124,0,124,;2
3,730621;1,079181;5378;12;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,124,124,0,124,;2
3,730702;1,041393;5379;11;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,198,255,198,198,;2
3,730782;1,041393;5380;11;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,124,0,198,124,0,198,124,0,;2
3,730863;1,041393;5381;11;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,255,255,0,255,255,0,255,255,;2
3,730944;1,041393;5382;11;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,198,255,255,255,255,255,255,255,255,198,;2
3,731024;1,041393;5383;11;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,198,198,198,198,198,;2
3,731105;1,041393;5384;11;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,198,255,255,255,255,255,255,255,198,198,198,;2
3,731186;1,041393;5385;11;255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,198,198,198,198,198,198,198,;2
3,731266;1,041393;5386;11;255,255,255,255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,;2
3,731347;1,041393;5387;11;255,255,255,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,198,255,198,198,255,198,198,;2
3,731428;1,041393;5388;11;255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,198,198,;2
3,731508;1,041393;5389;11;255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,198,198,198,198,198,198,255,198,198,;2
3,731589;1,041393;5390;11;255,255,255,255,255,255,255,255,255,255,255,0,255,255,0,255,255,0,255,255,0,255,255,0,255,255,0,;2
3,731669;1,041393;5391;11;255,255,255,255,255,255,255,255,255,255,198,198,255,255,198,255,255,198,198,198,198,255,198,198,255,198,198,;2
3,731750;1,041393;5392;11;255,255,255,255,255,255,255,255,255,255,198,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,198,;2
3,731830;1,041393;5393;11;255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,255,255,255,255,198,255,255,198,255,255,255,;2
3,731911;1,041393;5394;11;255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,255,198,198,198,198,198,198,198,198,198,198,;2
3,731991;1,041393;5395;11;255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
3,732072;1,041393;5396;11;255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,198,255,;2
3,732152;1,041393;5397;11;255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,198,255,198,198,255,198,198,255,198,198,255,;2
3,732233;1,041393;5398;11;255,255,255,255,255,255,255,255,255,198,255,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,;2
3,732313;1,041393;5399;11;255,255,255,255,255,255,255,255,255,198,198,255,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,;2
3,732394;1,041393;5400;11;255,255,255,255,255,255,255,255,255,198,198,255,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,;2
3,732474;1,041393;5401;11;255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,255,255,255,198,255,255,198,255,255,255,255,255,;2
3,732555;1,041393;5402;11;255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,198,255,255,198,198,198,198,198,198,198,198,198,;2
3,732635;1,041393;5403;11;255,255,255,255,255,255,255,255,255,198,198,198,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,;2
3,732715;1,041393;5404;11;255,255,255,255,255,255,255,255,255,198,198,198,198,198,198,198,255,255,198,198,198,198,198,198,198,198,198,;2
3,732796;1,041393;5405;11;255,255,255,255,255,255,255,255,255,198,198,198,198,198,198,198,198,198,124,124,198,124,124,198,124,124,198,;2
3,732876;1,041393;5406;11;255,255,255,255,255,255,255,255,255,0,0,0,255,198,255,255,198,255,0,0,0,0,0,0,0,0,0,;2
3,732956;1,041393;5407;11;255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,198,255,0,0,0,0,0,0,0,0,0,;2
3,733037;1,041393;5408;11;255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,0,0,0,0,0,0,0,0,0,;2
3,733117;1,041393;5409;11;255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,255,;2
3,733197;1,041393;5410;11;255,255,255,255,255,255,255,198,198,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,;2
3,733278;1,041393;5411;11;255,255,255,255,255,255,255,198,198,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,198,;2
3,733358;1,041393;5412;11;255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,198,255,;2
3,733438;1,041393;5413;11;255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,255,255,0,0,0,0,0,0,198,255,255,;2
3,733518;1,041393;5414;11;255,255,255,255,255,255,198,198,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,;2
3,733598;1,041393;5415;11;255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,198,198,198,0,0,0,0,0,0,255,255,255,;2
3,733679;1,041393;5416;11;255,255,255,255,255,255,198,198,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
3,733759;1,041393;5417;11;255,255,255,255,255,255,198,198,198,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,198,198,198,;2
3,733839;1,041393;5418;11;255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,0,0,0,0,0,0,0,0,0,;2
3,733919;1,041393;5419;11;255,255,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,;2
3,733999;1,041393;5420;11;255,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,;2
3,734079;1,041393;5421;11;255,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,198,255,198,198,255,;2
3,734160;1,041393;5422;11;255,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,0,0,0,198,255,255,198,255,255,;2
3,734240;1,041393;5423;11;255,255,255,198,198,198,198,198,198,255,255,255,198,198,198,198,198,198,0,0,0,255,255,255,255,255,255,;2
3,734320;1,041393;5424;11;255,255,255,198,198,198,198,198,198,198,255,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,;2
3,734400;1,041393;5425;11;255,255,198,255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,;2
3,734480;1,041393;5426;11;255,255,198,255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,;2
3,734560;1,041393;5427;11;255,255,198,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,198,198,255,255,198,255,255,198,;2
3,734640;1,041393;5428;11;255,255,198,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,255,198,255,198,198,255,198,198,;2
3,734720;1,041393;5429;11;255,255,198,255,255,255,255,255,255,255,255,198,255,255,198,255,255,198,255,198,198,255,255,198,255,255,198,;2
3,734800;1,041393;5430;11;255,255,198,255,255,255,255,255,255,198,198,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,198,;2
3,734880;1,041393;5431;11;255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,255,255,198,198,255,198,198,255,255,255,;2
3,734960;1,041393;5432;11;255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,198,;2
3,735040;1,041393;5433;11;255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,198,255,198,198,255,198,198,255,198,198,;2
3,735120;1,041393;5434;11;255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,198,198,198,198,198,198,198,198,198,198,;2
3,735200;1,041393;5435;11;255,255,198,255,255,198,255,255,255,0,0,0,0,0,0,255,255,198,0,0,0,0,0,0,255,255,198,;2
3,735279;1,041393;5436;11;255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,198,255,255,198,;2
3,735359;1,041393;5437;11;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,255,255,198,;2
3,735439;1,041393;5438;11;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,198,198,124,198,198,124,198,198,124,;2
3,735519;1,041393;5439;11;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,0,0,0,0,0,0,255,198,198,;2
3,735599;1,041393;5440;11;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,124,255,255,198,255,255,198,255,255,198,;2
3,735679;1,041393;5441;11;255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,198,198,198,255,255,198,255,255,198,198,198,198,;2
3,735759;1,041393;5442;11;255,255,198,255,255,198,255,255,198,255,255,198,255,255,124,255,255,124,255,255,198,255,255,198,255,255,198,;2
3,735838;1,041393;5443;11;255,255,198,255,255,198,255,255,198,255,255,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
3,735918;1,041393;5444;11;255,255,198,255,255,198,255,255,198,255,255,124,255,255,198,255,255,198,255,255,124,255,255,198,255,255,198,;2
3,735998;1,041393;5445;11;255,255,198,255,255,198,255,255,198,255,255,124,255,255,124,255,255,198,255,255,124,255,255,124,255,255,124,;2
3,736078;1,041393;5446;11;255,255,198,255,255,198,255,255,198,255,255,124,255,255,124,255,255,124,255,198,124,255,198,124,255,198,124,;2
3,736157;1,041393;5447;11;255,255,198,255,255,198,255,255,198,255,198,198,255,198,198,255,198,198,255,255,198,255,255,198,255,198,198,;2
3,736237;1,041393;5448;11;255,255,198,255,255,198,255,255,198,255,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,;2
3,736317;1,041393;5449;11;255,255,198,255,255,198,255,255,198,198,255,198,198,255,198,255,255,198,255,255,198,255,255,198,255,255,198,;2
3,736397;1,041393;5450;11;255,255,198,255,255,198,255,255,198,0,0,0,255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,;2
3,736476;1,041393;5451;11;255,255,198,255,255,198,255,255,198,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,;2
3,736556;1,041393;5452;11;255,255,198,255,255,198,255,198,198,0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,0,0,0,;2
3,736635;1,041393;5453;11;255,255,198,255,255,198,198,198,198,255,255,198,255,255,198,198,198,198,255,255,198,255,255,198,255,255,198,;2
3,736715;1,041393;5454;11;255,255,124,255,255,198,255,255,198,255,255,124,255,255,198,255,255,198,255,255,124,255,255,198,255,255,198,;2
3,736795;1,041393;5455;11;255,255,124,255,255,124,255,255,198,255,255,124,255,255,124,255,255,198,255,255,124,255,255,124,255,255,198,;2
3,736874;1,041393;5456;11;255,255,124,255,255,124,255,255,124,255,198,124,255,198,124,255,198,124,255,255,124,255,255,124,255,255,124,;2
3,736954;1,041393;5457;11;255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,198,255,255,255,255,255,255,255,255,198,255,;2
3,737034;1,041393;5458;11;255,198,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,255,255,255,255,198,255,255,198,255,;2
3,737113;1,041393;5459;11;255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,198,;2
3,737193;1,041393;5460;11;255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,255,255,198,198,255,198,198,;2
3,737272;1,041393;5461;11;255,198,255,255,198,255,255,198,255,255,198,198,255,198,198,255,198,255,255,198,198,255,198,198,255,198,255,;2
3,737352;1,041393;5462;11;255,198,255,255,198,255,255,198,255,198,198,198,198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,;2
3,737431;1,041393;5463;11;255,198,255,255,198,255,255,198,198,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,;2
3,737511;1,041393;5464;11;255,198,255,255,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,;2
3,737590;1,041393;5465;11;255,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,;2
3,737670;1,041393;5466;11;255,198,198,255,255,255,255,255,255,255,198,198,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,;2
3,737749;1,041393;5467;11;255,198,198,255,255,255,255,255,255,255,198,198,255,255,198,255,255,198,255,198,198,255,255,198,255,255,198,;2
3,737829;1,041393;5468;11;255,198,198,255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,198,198,198,255,255,255,255,255,255,;2
3,737908;1,041393;5469;11;255,198,198,255,255,198,255,255,198,255,198,198,255,255,198,255,255,198,0,0,0,255,255,198,255,255,198,;2
3,737987;1,041393;5470;11;255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,255,;2
3,738067;1,041393;5471;11;255,198,198,255,198,198,255,255,255,255,198,198,255,198,198,255,255,198,255,198,198,255,198,198,255,198,198,;2
3,738146;1,041393;5472;11;255,198,198,255,198,198,255,255,255,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,198,198,198,;2
3,738225;1,041393;5473;11;255,198,198,255,198,198,255,255,198,255,198,198,255,198,198,255,255,198,255,198,198,255,198,198,255,255,255,;2
3,738305;1,041393;5474;11;255,198,198,255,198,198,255,255,198,198,198,198,198,198,198,255,255,198,198,198,198,198,198,198,255,255,198,;2
3,738384;1,041393;5475;11;255,198,198,255,198,198,255,198,198,255,198,198,255,255,198,255,255,198,255,198,198,255,255,255,255,255,255,;2
3,738463;1,041393;5476;11;255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,255,198,255,198,198,255,198,198,255,255,255,;2
3,738543;1,041393;5477;11;255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,255,198,198,0,0,0,0,0,0,198,198,198,;2
3,738622;1,041393;5478;11;255,198,198,255,198,198,255,198,198,255,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;2
3,738701;1,041393;5479;11;255,198,198,255,198,198,255,198,198,255,124,124,255,124,124,255,124,124,255,124,124,255,124,124,255,124,124,;2
3,738781;1,041393;5480;11;255,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,0,0,0,255,198,198,255,198,198,;2
3,738860;1,041393;5481;11;255,198,198,255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,0,0,0,198,198,198,198,198,198,;2
3,738939;1,041393;5482;11;255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,255,198,198,0,0,0,0,0,0,198,198,198,;2
3,739018;1,041393;5483;11;255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,255,198,198,0,0,0,0,0,0,0,0,0,;2
3,739097;1,041393;5484;11;255,198,198,255,198,198,255,198,198,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,198,124,124,;2
3,739177;1,041393;5485;11;255,198,198,255,198,198,255,198,198,0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,;2
3,739256;1,041393;5486;11;255,198,198,255,198,198,255,198,198,0,0,0,255,198,198,255,198,198,0,0,0,255,255,198,255,255,198,;2
3,739335;1,041393;5487;11;255,198,198,255,198,198,255,198,198,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,;2
3,739414;1,041393;5488;11;255,198,198,255,198,198,255,198,198,0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,255,255,198,;2
3,739493;1,041393;5489;11;255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,;2
3,739572;1,041393;5490;11;255,198,198,255,198,198,198,198,198,255,198,198,255,198,198,255,198,198,198,198,198,198,198,198,255,198,198,;2
3,739651;1,041393;5491;11;255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,198,198,;2
3,739731;1,041393;5492;11;255,198,198,255,198,198,198,198,198,198,198,198,198,198,198,198,198,198,255,198,198,255,198,198,198,198,198,;2
3,739810;1,041393;5493;11;255,198,198,255,198,198,198,198,198,0,0,0,0,0,0,198,198,198,0,0,0,0,0,0,198,198,198,;2
3,739889;1,041393;5494;11;255,198,198,255,198,198,0,0,0,255,198,198,255,198,198,0,0,0,255,198,198,255,198,198,0,0,0,;2
3,739968;1,041393;5495;11;255,198,198,198,198,198,198,198,198,255,198,198,255,198,198,255,198,198,255,255,255,255,255,255,255,255,255,;2
3,740047;1,041393;5496;11;255,198,198,198,198,198,198,198,198,255,198,198,198,198,198,198,198,198,255,255,198,198,198,198,198,198,198,;2
3,740126;1,041393;5497;11;255,198,198,0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,255,198,198,0,0,0,0,0,0,;2
3,740205;1,041393;5498;11;255,198,124,255,198,124,255,198,124,255,255,198,255,255,198,255,255,198,255,255,255,255,255,255,255,255,255,;2
3,740284;1,041393;5499;11;255,198,124,255,198,124,255,198,124,255,198,198,255,198,198,255,198,198,255,255,198,255,255,198,255,255,198,;2
3,740363;1,041393;5500;11;255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,255,198,124,198,124,124,198,124,124,198,124,124,;2
3,740442;1,041393;5501;11;255,198,124,255,198,124,255,198,124,198,198,124,198,198,124,198,198,124,255,198,124,255,198,124,255,198,124,;2
3,740521;1,041393;5502;11;255,124,0,255,124,0,255,124,0,198,124,0,255,124,0,255,124,0,198,124,0,198,124,0,198,124,0,;2
3,740600;1,041393;5503;11;255,124,0,255,124,0,255,124,0,198,124,0,198,124,0,255,124,0,198,124,0,198,124,0,198,124,0,;2
